cell_id	celltype	UMI_number	gene_number	individual	tissue	population	cluster	redefined_cluster
CD4T_tPB_L2_bar63	CD4T	12052	1301	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar64	CD4T	16128	1093	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar65	CD4T	13988	1236	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar66	CD4T	15697	1523	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar67	CD4T	7234	1260	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L2_bar68	CD4T	8382	1242	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L3_bar25	CD4T	14752	1615	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L3_bar26	CD4T	21716	1753	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L3_bar30	CD4T	11386	1421	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L3_bar32	CD4T	5534	1312	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L3_bar33	CD4T	7550	1558	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L3_bar40	CD4T	6374	1014	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L3_bar41	CD4T	4696	1043	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L3_bar42	CD4T	5715	1052	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L3_bar44	CD4T	3880	1009	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tBM_L3_bar74	CD4T	4212	1047	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L3_bar80	CD4T	3822	1026	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L3_bar89	CD4T	8408	1305	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tPB_L4_bar2	CD4T	16462	1472	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar4	CD4T	8050	1215	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar10	CD4T	7175	1171	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar12	CD4T	9443	1182	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar13	CD4T	16191	2531	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L4_bar14	CD4T	11681	1317	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L4_bar15	CD4T	6107	1196	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L4_bar17	CD4T	13595	1149	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar18	CD4T	8925	1147	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar19	CD4T	12182	1069	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar22	CD4T	7449	1293	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L4_bar24	CD4T	17593	1592	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tBM_L4_bar57	CD4T	5495	1157	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L4_bar58	CD4T	6740	1182	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L4_bar59	CD4T	4533	1258	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L4_bar61	CD4T	15181	1684	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L4_bar62	CD4T	4819	1055	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L4_bar63	CD4T	10709	1437	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L4_bar64	CD4T	14772	1326	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L4_bar65	CD4T	24919	1757	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L4_bar66	CD4T	11514	1469	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L4_bar71	CD4T	7818	1038	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L5_bar25	CD4T	12677	1511	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L5_bar26	CD4T	15406	1429	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L5_bar27	CD4T	9720	1666	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L5_bar28	CD4T	3157	1091	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L5_bar29	CD4T	6367	1097	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L5_bar30	CD4T	10417	1249	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L5_bar31	CD4T	3736	1142	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L5_bar32	CD4T	7653	1753	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L5_bar33	CD4T	6589	1244	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L5_bar35	CD4T	7667	1433	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L5_bar38	CD4T	6059	1169	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L5_bar41	CD4T	7330	1333	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L5_bar42	CD4T	7680	1060	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L5_bar47	CD4T	5170	1135	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L5_bar48	CD4T	4017	1111	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tPB_L5_bar74	CD4T	6072	1168	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L5_bar77	CD4T	4046	1073	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L5_bar78	CD4T	4516	1083	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L5_bar79	CD4T	7808	1316	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L5_bar82	CD4T	3827	1094	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L5_bar83	CD4T	7164	1175	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L5_bar86	CD4T	6538	1475	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L5_bar89	CD4T	15066	1488	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L5_bar90	CD4T	4410	1062	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L5_bar92	CD4T	6810	1318	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L5_bar94	CD4T	3190	1033	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tBM_L6_bar2	CD4T	6314	1202	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L6_bar4	CD4T	5496	1120	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L6_bar12	CD4T	3814	1110	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L6_bar17	CD4T	10067	1330	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L6_bar19	CD4T	12525	1331	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L6_bar22	CD4T	6322	1250	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L6_bar24	CD4T	8293	1208	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tPB_L6_bar49	CD4T	6041	1332	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L6_bar52	CD4T	5907	1271	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar54	CD4T	11288	1394	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L6_bar55	CD4T	7794	1431	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L6_bar56	CD4T	5603	1206	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar58	CD4T	4578	1155	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L6_bar59	CD4T	3075	1048	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar60	CD4T	7128	1473	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L6_bar61	CD4T	8932	1497	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar62	CD4T	3440	1072	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L6_bar63	CD4T	6958	1475	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L6_bar64	CD4T	13401	1613	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar65	CD4T	12850	1766	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar66	CD4T	6716	1190	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L6_bar67	CD4T	4952	1178	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar68	CD4T	6398	1047	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L6_bar70	CD4T	4144	1135	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L6_bar71	CD4T	6155	1122	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L7_bar25	CD4T	9783	1208	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L7_bar26	CD4T	14738	1269	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar27	CD4T	4186	1083	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar29	CD4T	7432	1263	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar30	CD4T	8893	1221	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L7_bar31	CD4T	4048	1224	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar32	CD4T	4491	1182	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar33	CD4T	4465	1123	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar38	CD4T	5854	1387	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L7_bar40	CD4T	4360	1033	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar41	CD4T	4172	1012	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L7_bar42	CD4T	6345	1210	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L7_bar44	CD4T	6362	1374	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L7_bar45	CD4T	3936	1091	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L7_bar46	CD4T	3940	1263	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tBM_L7_bar74	CD4T	4889	1076	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L7_bar78	CD4T	3480	1038	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L7_bar79	CD4T	7800	1137	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tPB_L8_bar2	CD4T	8032	1611	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L8_bar12	CD4T	6359	1457	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L8_bar13	CD4T	5055	1126	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L8_bar17	CD4T	9661	1537	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L8_bar18	CD4T	5006	1020	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L8_bar19	CD4T	7743	1368	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L8_bar22	CD4T	3918	1276	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tBM_L8_bar49	CD4T	4749	1067	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L8_bar52	CD4T	5231	1183	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L8_bar58	CD4T	3606	1066	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L8_bar60	CD4T	5651	1095	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L8_bar61	CD4T	5773	1019	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L8_bar63	CD4T	7386	1395	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L8_bar64	CD4T	7326	1069	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L8_bar65	CD4T	5787	1127	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar25	CD4T	11383	1290	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar26	CD4T	18974	1599	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar27	CD4T	7976	1705	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar29	CD4T	5947	1134	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar30	CD4T	16681	1612	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L9_bar31	CD4T	4672	1367	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L9_bar32	CD4T	4875	1235	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar33	CD4T	8355	1332	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar35	CD4T	7032	1494	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar38	CD4T	5890	1221	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar40	CD4T	5792	1206	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar41	CD4T	5703	1173	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar42	CD4T	10233	1515	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar44	CD4T	4396	1068	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar45	CD4T	4199	1272	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar46	CD4T	5642	1386	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L9_bar47	CD4T	5990	1156	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L9_bar48	CD4T	5530	1382	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tPB_L9_bar74	CD4T	4072	1156	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L9_bar79	CD4T	5429	1306	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tBM_L10_bar1	CD4T	6061	1053	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar2	CD4T	24051	1350	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar3	CD4T	3530	1074	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L10_bar4	CD4T	11513	1394	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar5	CD4T	5906	1535	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L10_bar6	CD4T	4983	1292	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar8	CD4T	6378	1672	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L10_bar9	CD4T	4817	1070	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L10_bar10	CD4T	8436	1254	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar12	CD4T	11935	1585	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L10_bar13	CD4T	13498	1649	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L10_bar14	CD4T	15362	1632	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L10_bar15	CD4T	12943	1709	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L10_bar16	CD4T	20242	1321	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar17	CD4T	17750	1378	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar18	CD4T	14861	1316	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar19	CD4T	20681	1439	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar20	CD4T	6049	1296	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar21	CD4T	5516	1179	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar22	CD4T	6871	1157	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L10_bar24	CD4T	22755	1586	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar49	CD4T	7838	1175	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar50	CD4T	3218	1021	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar52	CD4T	5674	1057	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L10_bar54	CD4T	13764	1119	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L10_bar57	CD4T	6002	1139	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar58	CD4T	8697	1488	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar59	CD4T	4160	1260	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar60	CD4T	6882	1175	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L10_bar62	CD4T	6501	1178	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar63	CD4T	6200	1118	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L10_bar64	CD4T	21199	1634	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar65	CD4T	8900	1157	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L10_bar66	CD4T	6073	1055	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L10_bar67	CD4T	6244	1208	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L10_bar68	CD4T	11332	1420	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L11_bar25	CD4T	12195	1424	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L11_bar26	CD4T	13361	1143	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L11_bar27	CD4T	7749	1474	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L11_bar29	CD4T	6702	1384	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L11_bar30	CD4T	7655	1278	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L11_bar33	CD4T	4071	1058	tPB	tPB	t	CD4T_C3	CD4 effector T
CD4T_tPB_L11_bar47	CD4T	4536	1101	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tBM_L11_bar78	CD4T	4679	1089	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L11_bar79	CD4T	8612	1201	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L11_bar80	CD4T	6570	1159	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L11_bar83	CD4T	7493	1119	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L11_bar89	CD4T	15113	1348	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L11_bar90	CD4T	7178	1270	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L11_bar92	CD4T	7663	1425	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L11_bar94	CD4T	4106	1280	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L11_bar96	CD4T	7181	1402	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tPB_L12_bar17	CD4T	12378	1443	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L12_bar19	CD4T	10142	1127	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L12_bar22	CD4T	6357	1236	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tBM_L12_bar49	CD4T	18356	1731	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L12_bar51	CD4T	3694	1009	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar52	CD4T	9208	1199	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar53	CD4T	3302	1094	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L12_bar54	CD4T	18752	1185	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar55	CD4T	13861	1305	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar56	CD4T	7086	1172	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar58	CD4T	6815	1259	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tBM_L12_bar59	CD4T	3488	1129	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar60	CD4T	11337	1394	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L12_bar61	CD4T	15482	1485	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar63	CD4T	15638	1723	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L12_bar65	CD4T	19773	1397	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar66	CD4T	15573	1318	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L12_bar67	CD4T	10552	1362	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar68	CD4T	13611	1369	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L12_bar70	CD4T	9707	1811	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L12_bar71	CD4T	13957	1214	tBM	tBM	t	CD4T_C2	CD4 memory T
CD8T_tBM_L1_bar1	CD8T	3625	1084	tBM	tBM	t	CD8T_C3	CD8 effector T
CD8T_tBM_L1_bar2	CD8T	8927	1218	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar3	CD8T	3073	1049	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar4	CD8T	8737	1450	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar5	CD8T	5067	1649	tBM	tBM	t	CD8T_C1	CD8 naive T
CD8T_tBM_L1_bar6	CD8T	3795	1285	tBM	tBM	t	CD8T_C3	CD8 effector T
CD8T_tBM_L1_bar10	CD8T	6589	1560	tBM	tBM	t	CD8T_C3	CD8 effector T
CD8T_tBM_L1_bar12	CD8T	7803	1327	tBM	tBM	t	CD8T_C1	CD8 naive T
CD8T_tBM_L1_bar13	CD8T	7787	1441	tBM	tBM	t	CD8T_C3	CD8 effector T
CD8T_tBM_L1_bar14	CD8T	9256	1454	tBM	tBM	t	CD8T_C3	CD8 effector T
CD8T_tBM_L1_bar15	CD8T	6200	1324	tBM	tBM	t	CD8T_C3	CD8 effector T
CD8T_tBM_L1_bar16	CD8T	9961	1281	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar17	CD8T	10612	1456	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar18	CD8T	7204	1365	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar19	CD8T	10577	1404	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar21	CD8T	3410	1129	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar22	CD8T	4990	1197	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L1_bar24	CD8T	10917	1326	tBM	tBM	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar49	CD8T	9198	1215	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar52	CD8T	6221	1158	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar54	CD8T	21824	1501	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar55	CD8T	13749	2508	tPB	tPB	t	CD8T_C2	CD8 memory T
CD8T_tPB_L1_bar56	CD8T	7175	1350	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar57	CD8T	4565	1257	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar58	CD8T	15891	2202	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar59	CD8T	2692	1033	tPB	tPB	t	CD8T_C3	CD8 effector T
CD8T_tPB_L1_bar60	CD8T	26765	4103	tPB	tPB	t	CD8T_C2	CD8 memory T
CD8T_tPB_L1_bar61	CD8T	12139	1384	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar62	CD8T	8603	1584	tPB	tPB	t	CD8T_C3	CD8 effector T
CD8T_tPB_L1_bar63	CD8T	13740	1842	tPB	tPB	t	CD8T_C3	CD8 effector T
CD8T_tPB_L1_bar64	CD8T	20643	1780	tPB	tPB	t	CD8T_C3	CD8 effector T
CD8T_tPB_L1_bar65	CD8T	15150	1591	tPB	tPB	t	CD8T_C2	CD8 memory T
CD8T_tPB_L1_bar66	CD8T	14152	1887	tPB	tPB	t	CD8T_C3	CD8 effector T
CD8T_tPB_L1_bar67	CD8T	6606	1316	tPB	tPB	t	CD8T_C3	CD8 effector T
CD8T_tPB_L1_bar68	CD8T	12697	1315	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar70	CD8T	7006	1312	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tPB_L1_bar71	CD8T	14038	1620	tPB	tPB	t	CD8T_C3	CD8 effector T
CD8T_tPB_L1_bar72	CD8T	8113	2167	tPB	tPB	t	CD8T_C1	CD8 naive T
CD8T_tBM_L2_bar25	CD8T	13819	1601	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L2_bar26	CD8T	29619	1698	tBM	tBM	t	CD8T_C3	CD8 effector T
CD8T_tBM_L2_bar27	CD8T	9424	1527	tBM	tBM	t	CD8T_C1	CD8 naive T
CD8T_tBM_L2_bar29	CD8T	7286	1193	tBM	tBM	t	CD8T_C1	CD8 naive T
CD8T_tBM_L2_bar30	CD8T	17500	1528	tBM	tBM	t	CD8T_C1	CD8 naive T
CD8T_tBM_L2_bar31	CD8T	6132	1278	tBM	tBM	t	CD8T_C1	CD8 naive T
CD8T_tBM_L2_bar32	CD8T	8051	1814	tBM	tBM	t	CD8T_C2	CD8 memory T
CD8T_tBM_L2_bar33	CD8T	6844	1110	tBM	tBM	t	CD8T_C2	CD8 memory T
